"loja_id","regiao","tipo_loja","porte","area_m2","num_funcionarios","fluxo_clientes_mensal","ticket_medio","gasto_marketing","receita_mensal","taxa_conversao","teve_reclamacao_grave","num_reclamacoes_mes","participou_campanha","receita_pre_campanha","receita_pos_campanha","participou_teste_fidelidade","grupo_teste_fidelidade","vendas_incrementais_fidelidade"
"LJ0400","Central","Rua","Pequena",100.2,3,2209,44.07,1358.85,3153.74,0.1547,0,1,0,NA,NA,1,"Controle",238.19
"LJ0401","Sul","Quiosque","Pequena",83.1,3,1658,49.52,1692.39,3121.11,0.1561,0,2,0,NA,NA,1,"Controle",-21.94
"LJ0402","Sul","Rua","Grande",544.8,34,13932,110.41,14588.74,32651.62,0.3619,0,1,0,NA,NA,0,NA,NA
"LJ0403","Oeste","Shopping","Pequena",107.5,5,2874,45.52,1654.48,5198.2,0.1803,0,2,0,NA,NA,1,"Tratamento",596.46
"LJ0404","Central","Shopping","Pequena",96.4,3,2872,46.15,937.61,2561.29,0.1821,0,0,0,NA,NA,0,NA,NA
"LJ0405","Sul","Rua","Pequena",111.8,6,2586,52.13,2292.73,1483.36,0.1793,0,1,0,NA,NA,0,NA,NA
"LJ0406","Central","Rua","Media",243.6,12,5396,56.91,3015.85,6459.64,0.2626,0,1,0,NA,NA,0,NA,NA
"LJ0407","Central","Rua","Media",152.7,9,6084,55.85,3907.85,8554.66,0.2721,0,0,0,NA,NA,0,NA,NA
"LJ0408","Leste","Rua","Grande",447.4,30,15786,108.67,8696.81,30280.01,0.352,0,2,0,NA,NA,0,NA,NA
"LJ0409","Sul","Rua","Media",257.5,11,6011,69.61,7843.84,7674.22,0.252,0,2,0,NA,NA,1,"Controle",193.47
"LJ0410","Oeste","Quiosque","Media",201.3,8,5035,62.3,4201.49,5289.16,0.2396,0,3,0,NA,NA,0,NA,NA
"LJ0411","Norte","Shopping","Media",234.5,13,7170,43.26,5698.73,7878.27,0.2975,0,2,0,NA,NA,0,NA,NA
"LJ0412","Leste","Shopping","Media",202,12,8822,66.39,4527.82,12526.93,0.3123,0,2,0,NA,NA,0,NA,NA
"LJ0413","Sul","Rua","Media",236.5,12,6842,82.49,4534.01,13122.46,0.2466,0,4,0,NA,NA,0,NA,NA
"LJ0414","Oeste","Shopping","Media",219.9,9,6807,64.13,1680.22,7056.87,0.2968,0,0,0,NA,NA,0,NA,NA
"LJ0415","Sul","Shopping","Media",218.3,11,8041,62.65,3716.34,11068.36,0.3007,0,0,0,NA,NA,0,NA,NA
"LJ0416","Central","Quiosque","Pequena",89.3,4,1883,48.78,1296.7,2645.16,0.1384,0,3,1,2645.16,2890.61,0,NA,NA
"LJ0417","Leste","Shopping","Pequena",102.2,3,2122,42.81,1466.35,4545.77,0.16,0,1,0,NA,NA,0,NA,NA
"LJ0418","Sul","Rua","Media",204.8,11,6803,67.05,2673.89,13258.39,0.2729,0,1,0,NA,NA,0,NA,NA
"LJ0419","Norte","Rua","Pequena",62.1,2,2210,47.48,1941.66,917.63,0.1531,0,0,0,NA,NA,0,NA,NA
"LJ0420","Sul","Rua","Grande",549.3,28,19226,81.07,9087.61,29800.67,0.3325,0,3,0,NA,NA,0,NA,NA
"LJ0421","Central","Rua","Grande",395.6,20,11698,92.39,8477.67,21142.63,0.3169,0,1,0,NA,NA,0,NA,NA
"LJ0422","Central","Rua","Media",231.7,11,6238,69.56,6360.03,11236.93,0.258,0,0,1,11236.93,10277.52,0,NA,NA
"LJ0423","Oeste","Quiosque","Media",247.2,11,8239,72.05,4775.03,11511.42,0.2822,0,0,0,NA,NA,0,NA,NA
"LJ0424","Sul","Shopping","Pequena",83.6,1,2235,56.83,657.96,4770.63,0.1712,0,3,0,NA,NA,0,NA,NA
"LJ0425","Sul","Shopping","Media",285.3,16,6491,77.94,7197.07,9296.07,0.2576,0,1,0,NA,NA,1,"Tratamento",296.77
"LJ0426","Sul","Shopping","Media",216.4,12,7901,62.15,3577.13,8959.45,0.3336,0,1,0,NA,NA,1,"Controle",-205.76
"LJ0427","Sul","Rua","Media",260.6,9,5334,52.46,2717.68,6462.39,0.2331,0,1,0,NA,NA,1,"Tratamento",-47.53
"LJ0428","Sul","Rua","Media",270.6,16,8053,67.66,3380.62,13476.47,0.2938,0,2,0,NA,NA,0,NA,NA
"LJ0429","Sul","Shopping","Pequena",79.5,6,2316,54.11,1053.96,3128.21,0.1599,0,0,0,NA,NA,0,NA,NA
"LJ0430","Oeste","Rua","Media",240.3,7,7410,76.18,3094.35,12548.42,0.3005,0,1,0,NA,NA,1,"Controle",-598.71
"LJ0431","Oeste","Shopping","Media",192.8,11,8030,53.06,5332.53,11188.8,0.2532,0,1,0,NA,NA,0,NA,NA
"LJ0432","Sul","Rua","Pequena",98.7,3,2210,49.15,2363.31,1445.44,0.1718,0,1,0,NA,NA,0,NA,NA
"LJ0433","Oeste","Rua","Pequena",90.8,5,2139,33.02,1388.61,2179.85,0.1472,0,1,1,2179.85,2487.22,0,NA,NA
"LJ0434","Sul","Rua","Media",161.4,6,5008,63.82,2907.18,9025.05,0.2239,0,4,0,NA,NA,0,NA,NA
"LJ0435","Norte","Shopping","Media",224.4,15,6392,79.59,5412.34,10736.15,0.28,0,1,0,NA,NA,0,NA,NA
"LJ0436","Leste","Quiosque","Pequena",87.7,2,1135,45.85,1313.24,1238.52,0.1222,0,0,0,NA,NA,0,NA,NA
"LJ0437","Norte","Shopping","Grande",534.3,26,16830,103.91,10280.55,32747.46,0.3575,0,2,0,NA,NA,0,NA,NA
"LJ0438","Sul","Shopping","Pequena",80.7,4,3268,51.61,1067.84,5537.8,0.1879,0,3,0,NA,NA,0,NA,NA
"LJ0439","Norte","Shopping","Grande",413.7,35,17851,133.68,8273.3,38057.86,0.327,0,2,0,NA,NA,0,NA,NA
"LJ0440","Sul","Quiosque","Grande",473.9,26,13710,82.12,6997.99,19369.72,0.342,0,1,0,NA,NA,0,NA,NA
"LJ0441","Leste","Rua","Pequena",107.4,4,1973,38.62,1610.15,1728.53,0.1314,0,2,0,NA,NA,0,NA,NA
"LJ0442","Sul","Shopping","Grande",418.6,34,15904,78.6,18730.26,26955,0.3567,0,1,0,NA,NA,1,"Tratamento",997.71
"LJ0443","Central","Rua","Pequena",64.9,6,2453,54.82,697.74,1313.5,0.1685,0,4,0,NA,NA,1,"Tratamento",-4.22
"LJ0444","Central","Quiosque","Media",205.9,13,4160,66.51,6450.65,2989.21,0.1986,0,2,0,NA,NA,1,"Tratamento",431.82
"LJ0445","Sul","Rua","Grande",337.1,29,12210,83.75,5081.94,19191.77,0.3212,0,2,1,19191.77,18208.55,0,NA,NA
"LJ0446","Leste","Rua","Pequena",60.8,4,2093,47.27,1020.77,4224.99,0.1691,0,0,0,NA,NA,0,NA,NA
"LJ0447","Central","Rua","Pequena",54.1,3,1916,47.77,879.31,500,0.155,0,2,0,NA,NA,0,NA,NA
"LJ0448","Leste","Rua","Grande",547.6,21,11898,100.96,18394.02,27330.55,0.3147,0,4,0,NA,NA,1,"Controle",362.61
"LJ0449","Sul","Shopping","Media",254.3,15,8533,63.84,3628.99,13722.31,0.2982,0,2,0,NA,NA,0,NA,NA
"LJ0450","Central","Rua","Media",180.6,11,6217,52.09,4517.34,7534.29,0.2692,0,2,0,NA,NA,0,NA,NA
"LJ0451","Norte","Rua","Pequena",87.3,5,2611,40.46,1382.17,2867.33,0.1655,0,0,0,NA,NA,0,NA,NA
"LJ0452","Leste","Shopping","Pequena",74.6,6,2880,34.65,1731.72,500,0.1859,0,1,0,NA,NA,0,NA,NA
"LJ0453","Sul","Shopping","Pequena",81.1,4,2763,46.11,1448.05,4645.07,0.201,1,1,1,4645.07,4408.97,1,"Controle",-54.89
"LJ0454","Oeste","Rua","Grande",571.3,31,15850,74.54,8751.15,22909.82,0.3401,1,3,0,NA,NA,1,"Tratamento",355.46
"LJ0455","Central","Shopping","Media",150.9,9,6258,67.82,4435.13,7246.16,0.2722,0,0,0,NA,NA,0,NA,NA
"LJ0456","Leste","Shopping","Grande",462.4,30,16227,121.65,15376.07,34404.56,0.3518,0,2,0,NA,NA,0,NA,NA
"LJ0457","Oeste","Quiosque","Pequena",85.1,3,1320,32.43,1144.02,500,0.0898,0,1,1,500,677.35,0,NA,NA
"LJ0458","Oeste","Shopping","Grande",360.8,23,17318,74.07,3743.26,22742.99,0.3476,0,0,1,22742.99,24333.11,0,NA,NA
"LJ0459","Oeste","Rua","Pequena",81.1,4,1680,46.11,2389.8,500,0.1623,0,1,0,NA,NA,0,NA,NA
"LJ0460","Norte","Quiosque","Pequena",93.6,3,1259,62.97,1468.78,1520.49,0.1348,0,0,0,NA,NA,1,"Tratamento",561.34
"LJ0461","Sul","Shopping","Pequena",77.3,4,2883,41.64,1149.53,2045.54,0.1817,0,0,0,NA,NA,0,NA,NA
"LJ0462","Norte","Quiosque","Pequena",81,4,1760,42.37,2090.94,4455.76,0.1221,0,1,0,NA,NA,1,"Tratamento",1088.13
"LJ0463","Oeste","Quiosque","Media",221.1,13,3637,66.5,2430.9,500,0.2049,0,1,0,NA,NA,0,NA,NA
"LJ0464","Central","Shopping","Media",228.2,12,8156,67.62,5077.79,9463.35,0.2746,0,0,0,NA,NA,0,NA,NA
"LJ0465","Oeste","Shopping","Grande",517.1,22,16781,80.17,15159.73,24311.56,0.3405,0,2,0,NA,NA,0,NA,NA
"LJ0466","Sul","Quiosque","Pequena",77.8,1,2347,50.22,1467.06,1799.27,0.1584,0,2,1,1799.27,2123.87,0,NA,NA
"LJ0467","Oeste","Rua","Pequena",50.5,5,2583,38.13,1247.48,1111.43,0.164,0,1,0,NA,NA,0,NA,NA
"LJ0468","Central","Shopping","Pequena",102.5,5,2254,46.59,1006.46,4635.59,0.1716,1,3,1,4635.59,4350.79,1,"Tratamento",733.48
"LJ0469","Sul","Shopping","Pequena",68.4,5,2961,41.95,1542.84,4295.93,0.1779,0,2,0,NA,NA,0,NA,NA
"LJ0470","Leste","Shopping","Pequena",72.5,3,2128,53.48,1559.4,2871.78,0.1744,0,0,0,NA,NA,0,NA,NA
"LJ0471","Oeste","Quiosque","Pequena",73.2,3,1641,40.59,1600.52,1384.35,0.1238,1,0,0,NA,NA,1,"Controle",239.73
"LJ0472","Sul","Shopping","Grande",493.4,24,15835,91.9,16769.97,28810.63,0.3335,0,1,0,NA,NA,1,"Controle",561.43
"LJ0473","Central","Rua","Media",215.9,11,6226,68.91,5348.4,8706.6,0.2731,0,0,0,NA,NA,0,NA,NA
"LJ0474","Sul","Rua","Media",233.9,15,6729,68.06,5300.55,6739.88,0.2686,0,0,0,NA,NA,0,NA,NA
"LJ0475","Oeste","Shopping","Media",203.6,15,8131,76.08,2904.91,9711.4,0.2891,0,0,1,9711.4,11328.26,0,NA,NA
"LJ0476","Norte","Rua","Pequena",80.9,4,1363,50.18,1152.01,500,0.1103,0,3,0,NA,NA,0,NA,NA
"LJ0477","Oeste","Rua","Pequena",84.1,3,2554,45.65,1834.81,3827.62,0.2001,0,3,1,3827.62,4481.81,0,NA,NA
"LJ0478","Central","Quiosque","Grande",525.1,33,13893,89.13,9660.38,20933.31,0.3247,0,0,0,NA,NA,0,NA,NA
"LJ0479","Norte","Quiosque","Media",200.6,10,5793,68.26,2280.71,7390.01,0.2296,1,0,0,NA,NA,0,NA,NA
"LJ0480","Oeste","Rua","Pequena",84.3,2,2792,39.3,1770.24,4075.51,0.1864,0,1,0,NA,NA,0,NA,NA
"LJ0481","Leste","Quiosque","Media",235.5,9,4684,56.93,2392.29,7772.02,0.23,1,1,0,NA,NA,0,NA,NA
"LJ0482","Leste","Rua","Media",218.7,9,6943,55.97,3984.3,5973.86,0.2697,0,0,0,NA,NA,0,NA,NA
"LJ0483","Leste","Shopping","Media",210.9,10,7993,63.82,4448.98,10911.66,0.3072,0,1,0,NA,NA,1,"Controle",345.8
"LJ0484","Sul","Quiosque","Media",257.4,14,4003,74.19,3312.5,5259.91,0.2261,0,0,1,5259.91,5324.11,1,"Controle",-391.57
"LJ0485","Norte","Shopping","Media",229.9,13,5688,58.79,4861.93,2409.34,0.2219,0,2,0,NA,NA,0,NA,NA
"LJ0486","Norte","Shopping","Media",124.4,10,7654,66.57,3317.88,8414.54,0.2915,0,3,0,NA,NA,1,"Tratamento",534.06
"LJ0487","Oeste","Shopping","Pequena",77.5,6,1442,58.69,1013.92,4362.62,0.1499,0,2,1,4362.62,3966.95,0,NA,NA
"LJ0488","Leste","Shopping","Media",204.8,15,6768,68.5,6781.34,11101.84,0.3057,0,0,0,NA,NA,0,NA,NA
"LJ0489","Leste","Quiosque","Grande",492.4,28,8912,98.16,8566.63,16415.66,0.2661,0,3,0,NA,NA,0,NA,NA
"LJ0490","Oeste","Shopping","Media",233.3,10,7545,71.76,3248.81,10025.2,0.251,0,1,0,NA,NA,0,NA,NA
"LJ0491","Leste","Quiosque","Grande",503.9,34,14390,108.05,13598.11,28110.66,0.3307,0,1,0,NA,NA,0,NA,NA
"LJ0492","Leste","Shopping","Media",245.2,19,8760,65.03,4516.35,10858.09,0.2891,0,1,0,NA,NA,0,NA,NA
"LJ0493","Leste","Rua","Media",181.6,5,7134,66.74,6301.19,10698.53,0.3145,0,1,0,NA,NA,1,"Tratamento",311.29
"LJ0494","Oeste","Rua","Pequena",56.4,3,2332,40.88,926.93,500,0.1481,1,4,1,500,1355.21,1,"Tratamento",477.87
"LJ0495","Central","Rua","Grande",471.3,26,12578,88.9,13195.76,22942.86,0.3,0,0,0,NA,NA,0,NA,NA
"LJ0496","Sul","Rua","Pequena",75.7,6,2214,64.33,1234.73,1507.74,0.1489,0,1,0,NA,NA,0,NA,NA
"LJ0497","Norte","Shopping","Grande",523.7,35,14770,104.29,7820.24,28863.75,0.3226,0,0,0,NA,NA,0,NA,NA
"LJ0498","Norte","Rua","Pequena",98.9,4,1770,36.21,1344.78,500,0.1574,0,1,0,NA,NA,0,NA,NA
"LJ0499","Sul","Rua","Pequena",78.2,3,2388,46.04,715.49,500,0.2005,0,2,0,NA,NA,1,"Tratamento",268.21
"LJ0500","Norte","Quiosque","Media",159.1,10,4839,67.25,7347.11,8231.26,0.2339,0,0,0,NA,NA,0,NA,NA
"LJ0501","Sul","Shopping","Media",267,12,7923,67.51,2464.64,10010.03,0.2981,0,0,1,10010.03,10850.58,0,NA,NA
"LJ0502","Oeste","Rua","Media",234.5,12,6564,96.5,3381.78,11054.21,0.2755,0,0,0,NA,NA,1,"Controle",113.54
"LJ0503","Oeste","Rua","Pequena",77.2,2,2047,47.78,1010.14,2340.72,0.1415,0,1,0,NA,NA,0,NA,NA
"LJ0504","Central","Rua","Media",244.3,11,5443,76.28,5797.67,7611.92,0.2885,0,0,0,NA,NA,0,NA,NA
"LJ0505","Sul","Rua","Pequena",80.4,5,2821,29.56,1155.66,2066.61,0.1739,0,1,0,NA,NA,1,"Controle",-287.61
"LJ0506","Central","Rua","Pequena",115.8,4,2700,51.13,1767.79,5837.43,0.1384,0,1,0,NA,NA,0,NA,NA
"LJ0507","Leste","Quiosque","Media",199.7,12,4672,75.82,3313.02,8720.5,0.2511,0,2,0,NA,NA,0,NA,NA
"LJ0508","Oeste","Quiosque","Grande",486.5,23,12118,85.84,20091.33,26007.9,0.3343,0,2,0,NA,NA,1,"Tratamento",691.29
"LJ0509","Norte","Quiosque","Grande",413,26,12464,139.53,15161.64,30524.54,0.2837,0,1,0,NA,NA,0,NA,NA
"LJ0510","Leste","Quiosque","Grande",393.9,40,15074,112.08,12034.28,30157.52,0.3473,0,1,0,NA,NA,0,NA,NA
"LJ0511","Sul","Shopping","Pequena",91.2,5,2605,41.58,1309.76,500,0.1489,0,2,1,500,1227.23,1,"Controle",308.23
"LJ0512","Leste","Shopping","Pequena",99.5,4,2586,45.59,1152.54,4807.01,0.173,0,1,0,NA,NA,0,NA,NA
"LJ0513","Sul","Shopping","Media",245.5,14,8469,60.34,3465.18,8433.81,0.3203,0,1,0,NA,NA,0,NA,NA
"LJ0514","Leste","Shopping","Grande",395.4,30,20246,81.81,17041.69,30949.97,0.3654,0,2,0,NA,NA,0,NA,NA
"LJ0515","Norte","Shopping","Grande",504.8,30,19629,111.36,10185.19,36875.73,0.3404,0,1,0,NA,NA,0,NA,NA
"LJ0516","Sul","Rua","Media",185.4,16,7347,57.32,4577.63,10319.07,0.2657,0,3,0,NA,NA,0,NA,NA
"LJ0517","Sul","Rua","Media",234,7,7134,54.28,3226.38,5326.61,0.2872,1,1,1,5326.61,5410.31,0,NA,NA
"LJ0518","Oeste","Rua","Pequena",47.5,5,2086,51.97,1540.1,3754.77,0.1958,0,0,0,NA,NA,0,NA,NA
"LJ0519","Sul","Rua","Pequena",98.2,2,2344,57.18,552.28,1762.39,0.1515,0,2,0,NA,NA,0,NA,NA
"LJ0520","Leste","Quiosque","Media",285.6,7,4597,63.66,3449.06,7036.87,0.2402,0,3,0,NA,NA,1,"Tratamento",760.38
"LJ0521","Leste","Quiosque","Grande",489.4,19,7569,75.16,7661.53,11883.47,0.2934,0,2,0,NA,NA,0,NA,NA
"LJ0522","Norte","Rua","Pequena",99.9,4,2556,50.41,1327.15,3393.72,0.195,0,2,1,3393.72,3783.17,1,"Controle",-47.1
"LJ0523","Oeste","Rua","Media",193.7,10,6108,58.74,6518.89,9726.5,0.278,0,1,0,NA,NA,0,NA,NA
"LJ0524","Oeste","Quiosque","Media",213.1,14,4061,61.42,4445.96,3943.78,0.1666,0,2,0,NA,NA,1,"Tratamento",104.53
"LJ0525","Sul","Shopping","Grande",527.9,34,18629,152.73,7612.13,42646.23,0.3356,0,1,0,NA,NA,0,NA,NA
"LJ0526","Oeste","Shopping","Pequena",80.6,3,2421,52.54,2189.96,2706.06,0.1369,0,0,0,NA,NA,0,NA,NA
"LJ0527","Leste","Quiosque","Media",175.2,11,2583,78.77,5582.64,4254.45,0.1541,0,0,0,NA,NA,0,NA,NA
"LJ0528","Sul","Rua","Pequena",77.4,1,1984,32.38,2377.08,4615.98,0.1223,0,2,0,NA,NA,0,NA,NA
"LJ0529","Leste","Rua","Grande",457,23,10250,77.86,7921.32,14550.09,0.3336,0,1,0,NA,NA,0,NA,NA
"LJ0530","Sul","Quiosque","Grande",452.7,36,12222,112.47,6780.42,24720.05,0.3333,0,0,1,24720.05,26121.55,1,"Controle",-82.88
"LJ0531","Central","Rua","Media",246.5,12,5379,80.3,8843.41,7363.2,0.2625,0,2,0,NA,NA,0,NA,NA
"LJ0532","Sul","Quiosque","Media",272.8,11,5409,71.53,27621.3,16705.42,0.2653,0,2,0,NA,NA,0,NA,NA
"LJ0533","Leste","Rua","Media",227.5,10,6311,66.1,5438.99,11802.18,0.266,0,1,1,11802.18,11984.8,0,NA,NA
"LJ0534","Central","Shopping","Pequena",85.3,3,3038,37.96,851.55,2816.13,0.1685,0,1,0,NA,NA,1,"Controle",-78.67
"LJ0535","Norte","Rua","Media",244.2,9,5313,66.8,7124.58,8657.48,0.2438,0,1,0,NA,NA,0,NA,NA
"LJ0536","Central","Rua","Pequena",80,5,2082,40.21,1149.06,2600.61,0.1619,0,0,0,NA,NA,1,"Controle",-133.83
"LJ0537","Oeste","Rua","Grande",612.4,30,12577,77.03,6761.49,16011.41,0.356,0,2,0,NA,NA,0,NA,NA
"LJ0538","Sul","Rua","Media",229.9,16,8037,43.29,2917.41,4210.1,0.2926,0,1,0,NA,NA,0,NA,NA
"LJ0539","Sul","Quiosque","Media",230.9,11,3060,53.08,2171.96,4326.18,0.1647,0,2,0,NA,NA,0,NA,NA
"LJ0540","Central","Rua","Media",278.7,12,7359,48.48,5186.4,7909.53,0.2536,0,3,0,NA,NA,1,"Tratamento",959.45
"LJ0541","Leste","Rua","Pequena",46.2,3,2464,42.96,1444.01,500,0.1528,0,2,0,NA,NA,0,NA,NA
"LJ0542","Oeste","Rua","Pequena",86.9,4,2015,58.23,1461.36,500,0.1451,0,2,0,NA,NA,1,"Controle",162.17
"LJ0543","Sul","Rua","Pequena",74.1,5,2108,39.67,1246.26,695.75,0.1289,0,3,0,NA,NA,0,NA,NA
"LJ0544","Norte","Shopping","Media",200.7,14,8383,44.11,7636.27,6314.48,0.2989,1,0,1,6314.48,6533.56,0,NA,NA
"LJ0545","Sul","Rua","Media",214.7,16,6860,61.27,3188.8,9897.13,0.2363,1,1,0,NA,NA,0,NA,NA
"LJ0546","Sul","Shopping","Grande",630.2,26,17628,74.91,22112.66,26166.92,0.3246,0,1,0,NA,NA,0,NA,NA
"LJ0547","Oeste","Shopping","Pequena",86.5,3,2515,52.63,1848.38,4027.53,0.1431,0,2,0,NA,NA,0,NA,NA
"LJ0548","Sul","Quiosque","Media",208.1,10,3048,82.16,5626.7,9386.62,0.1759,0,1,0,NA,NA,0,NA,NA
"LJ0549","Oeste","Shopping","Pequena",61.8,5,2428,36.89,1393.93,6167.1,0.1384,0,4,0,NA,NA,0,NA,NA
"LJ0550","Central","Rua","Media",290.6,13,5867,73,4104.34,12928.96,0.2431,0,3,0,NA,NA,1,"Tratamento",430.33
"LJ0551","Norte","Rua","Pequena",65.6,4,2166,63.23,1328.96,4566.11,0.1803,0,3,0,NA,NA,0,NA,NA
"LJ0552","Central","Shopping","Media",234.3,14,7685,76.71,3909.77,12558.66,0.2899,0,0,0,NA,NA,1,"Tratamento",1503.99
"LJ0553","Oeste","Shopping","Media",247.5,11,7135,61.23,3955.2,8334.15,0.2817,0,2,0,NA,NA,1,"Tratamento",434.93
"LJ0554","Central","Quiosque","Grande",522.8,37,11826,111.13,6902.68,21338.42,0.3486,0,2,0,NA,NA,0,NA,NA
"LJ0555","Central","Shopping","Pequena",70,3,2786,47.92,1729.47,3342.37,0.1714,0,2,1,3342.37,3740.57,1,"Tratamento",200.27
"LJ0556","Sul","Rua","Media",190.1,11,8250,63.92,3432.89,9696.63,0.314,0,1,0,NA,NA,0,NA,NA
"LJ0557","Sul","Shopping","Media",181.2,12,8559,62.02,2531.75,11577.25,0.3267,0,0,0,NA,NA,0,NA,NA
"LJ0558","Norte","Rua","Media",231.1,12,7626,73.67,4252.58,10707.39,0.2832,0,2,0,NA,NA,1,"Controle",309.29
"LJ0559","Central","Quiosque","Pequena",84.3,6,2009,39.8,1067.66,1151.75,0.1484,1,1,0,NA,NA,1,"Tratamento",403.03
"LJ0560","Sul","Shopping","Grande",468.8,27,17614,104.39,29527.72,38984.07,0.326,0,0,0,NA,NA,1,"Tratamento",568.11
"LJ0561","Oeste","Rua","Pequena",60.8,4,1927,45.98,2403.04,4212.36,0.1404,0,1,0,NA,NA,1,"Controle",559
"LJ0562","Oeste","Rua","Grande",388.9,32,14825,105.15,10517.59,27387.09,0.3422,0,1,0,NA,NA,1,"Controle",56.02
"LJ0563","Norte","Shopping","Pequena",97.3,3,3295,52.24,1420.98,1446.92,0.199,0,5,0,NA,NA,0,NA,NA
"LJ0564","Sul","Quiosque","Grande",477.8,22,11390,74.78,8614.42,15345.13,0.3168,1,0,0,NA,NA,1,"Tratamento",174.22
"LJ0565","Central","Quiosque","Pequena",81.7,2,1521,43.05,1832.31,500,0.1327,0,2,0,NA,NA,0,NA,NA
"LJ0566","Sul","Rua","Media",251,13,6556,52.89,3045,10688.37,0.2783,0,1,0,NA,NA,0,NA,NA
"LJ0567","Leste","Rua","Grande",508.2,25,13316,90.86,7591.42,25147.44,0.3093,0,1,1,25147.44,26682.55,0,NA,NA
"LJ0568","Leste","Rua","Pequena",65.9,3,2360,57.3,1819.47,4761.62,0.1633,0,1,0,NA,NA,1,"Controle",230.73
"LJ0569","Oeste","Shopping","Grande",408.9,24,17083,105.31,9406.7,29954.22,0.3654,0,1,0,NA,NA,0,NA,NA
"LJ0570","Central","Shopping","Media",163.9,12,7078,62.18,3685.9,9734.81,0.2483,0,1,0,NA,NA,1,"Controle",-4.52
"LJ0571","Sul","Rua","Media",183.2,11,4408,70.98,4902.51,9375.33,0.2216,0,1,0,NA,NA,0,NA,NA
"LJ0572","Oeste","Quiosque","Media",224.2,9,5126,60.34,1762.66,7233.29,0.226,0,0,0,NA,NA,0,NA,NA
"LJ0573","Central","Rua","Media",231.1,14,7126,63.18,3362.16,10275.7,0.3132,0,2,0,NA,NA,0,NA,NA
"LJ0574","Central","Quiosque","Pequena",64.9,4,1417,36.4,1124.91,500,0.1114,0,1,0,NA,NA,0,NA,NA
"LJ0575","Central","Shopping","Media",272.3,11,7883,63.84,3851.57,8344.67,0.2986,0,0,0,NA,NA,1,"Tratamento",322.58
"LJ0576","Central","Quiosque","Pequena",85.8,3,1845,42.95,2005.46,550.06,0.1326,0,1,0,NA,NA,0,NA,NA
"LJ0577","Norte","Rua","Grande",620.1,41,14645,90.1,7161.86,23369.97,0.3262,0,1,0,NA,NA,0,NA,NA
"LJ0578","Leste","Rua","Media",247.4,11,6540,74.25,4963.21,6557.56,0.2744,0,0,0,NA,NA,0,NA,NA
"LJ0579","Sul","Quiosque","Pequena",78.4,5,1367,57.32,1317.2,3643.34,0.1101,0,2,0,NA,NA,0,NA,NA
"LJ0580","Leste","Rua","Grande",538.3,28,15225,117.74,8777.28,31308.9,0.3219,0,1,0,NA,NA,1,"Tratamento",727
"LJ0581","Norte","Shopping","Pequena",85.5,3,2071,60.32,983.03,4929.29,0.132,0,3,0,NA,NA,0,NA,NA
"LJ0582","Oeste","Quiosque","Grande",509.7,24,13644,93.39,12493.39,21648.7,0.3357,0,1,1,21648.7,22851.24,0,NA,NA
"LJ0583","Sul","Rua","Media",265.9,14,6924,75.08,3291.16,13046.13,0.2875,0,1,0,NA,NA,0,NA,NA
"LJ0584","Central","Rua","Pequena",103.3,4,1943,28.79,882.85,4843.17,0.1364,0,4,0,NA,NA,0,NA,NA
"LJ0585","Norte","Rua","Media",222.4,7,6651,51.17,1781.53,4946.77,0.2864,0,0,0,NA,NA,0,NA,NA
"LJ0586","Central","Shopping","Grande",484.5,28,18735,118.73,9126.69,41056.44,0.3138,0,0,0,NA,NA,1,"Tratamento",26.36
"LJ0587","Oeste","Rua","Media",236.6,11,6417,89.25,5719.62,14033.67,0.2948,0,3,0,NA,NA,0,NA,NA
"LJ0588","Oeste","Quiosque","Media",199.1,9,4945,65.67,3125.03,7652.02,0.201,1,0,0,NA,NA,0,NA,NA
"LJ0589","Leste","Rua","Pequena",102.8,6,1551,49.46,1292.12,3275.44,0.1224,0,2,0,NA,NA,0,NA,NA
"LJ0590","Leste","Quiosque","Pequena",93.3,6,1297,43.84,1164.31,2542.6,0.1262,0,2,0,NA,NA,0,NA,NA
"LJ0591","Norte","Shopping","Grande",418.1,32,17879,99.1,11634.99,31694.53,0.389,0,3,0,NA,NA,0,NA,NA
"LJ0592","Sul","Quiosque","Pequena",76.1,5,1820,42.59,2591.71,4161.69,0.1512,0,2,0,NA,NA,0,NA,NA
"LJ0593","Sul","Rua","Grande",487.1,22,12971,108.1,6855.77,26227.25,0.3212,0,3,0,NA,NA,0,NA,NA
"LJ0594","Sul","Quiosque","Pequena",97,4,1666,46.5,2041.44,1044.44,0.1397,0,0,0,NA,NA,0,NA,NA
"LJ0595","Sul","Shopping","Media",254.5,16,6238,37.88,3247.73,5034.93,0.2311,0,0,0,NA,NA,1,"Controle",325.92
"LJ0596","Central","Shopping","Pequena",100.1,3,2778,50.1,984.04,4508.38,0.2063,0,0,0,NA,NA,0,NA,NA
"LJ0597","Leste","Rua","Grande",572.7,29,12004,79.08,12498.73,20674.16,0.3203,0,0,1,20674.16,20524.3,0,NA,NA
"LJ0598","Norte","Quiosque","Media",231.5,9,6010,75.69,2719.43,9472.6,0.2543,0,1,0,NA,NA,1,"Tratamento",297.12
"LJ0599","Leste","Rua","Pequena",80.4,5,2703,44.65,1521.38,1083.03,0.1572,0,1,0,NA,NA,0,NA,NA
